GWS1,GWS2,GWS3,GWS4,GWS5,GWS6,GWS7,GWS8,GWS9,UWES1,UWES2,UWES3,UWES4,UWES5,UWES6,UWES7,UWES8,UWES9,MBI1,MBI2,MBI3,MBI4,MBI5,MBI6,MBI7,MBI8,MBI9,MBI10,MBI11,MBI12,MBI13,MBI14,MBI15,MBI16,GHQ1,GHQ2,GHQ3,GHQ4,GHQ5,GHQ6,GHQ7,GHQ8,GHQ9,GHQ10,GHQ11,GHQ12,Country,Age,Gender
2,1,1,1,2,2,2,1,1,5,5,3,4,4,5,5,4,3,1,2,3,2,2,1,3,2,2,2,3,3,3,5,4,2,2,1,2,2,1,1,2,2,2,2,1,2,1,24,0
2,2,1,2,1,2,3,2,2,5,5,5,5,5,5,6,4,4,1,4,3,2,4,4,4,3,4,4,2,3,3,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,56,0
2,2,2,2,2,2,2,1,1,5,5,6,5,6,6,6,5,5,2,2,6,3,4,1,3,1,1,1,2,3,2,4,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,46,1
3,2,2,3,2,2,3,2,2,5,6,5,5,5,6,6,5,5,2,3,3,3,2,2,4,3,4,3,3,2,3,4,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,32,1
2,2,2,4,1,2,4,1,4,5,6,6,5,5,7,6,5,5,2,3,4,4,3,2,5,2,2,2,2,2,1,4,2,2,2,1,1,2,3,2,3,2,1,1,1,2,1,46,0
2,1,2,1,2,3,3,2,2,3,6,6,5,5,6,6,4,4,2,2,3,2,4,3,3,3,2,2,2,2,1,3,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,45,0
2,2,2,2,1,2,2,1,1,4,4,4,3,3,3,4,3,3,4,4,4,5,5,6,4,2,1,1,2,5,3,7,4,3,2,1,2,2,2,2,2,2,2,1,1,2,1,57,0
3,2,2,2,2,2,2,2,2,5,5,5,6,5,5,5,5,5,1,4,5,5,4,4,5,4,6,6,3,3,3,5,4,3,3,2,2,2,3,2,2,2,2,2,2,2,1,62,1
1,1,1,1,1,1,1,1,1,5,5,7,5,5,5,5,5,5,2,2,3,2,2,2,2,2,2,2,2,3,3,4,3,2,2,1,2,2,1,1,2,2,1,1,1,2,1,48,1
3,3,4,2,3,2,2,1,2,3,4,3,2,2,3,1,2,2,6,6,2,7,7,1,6,6,4,4,2,2,1,7,7,2,2,2,2,1,1,1,2,1,1,2,2,2,1,48,1
3,1,1,1,1,1,1,1,2,3,7,5,4,5,5,6,4,3,1,2,7,1,1,1,1,1,1,2,1,1,1,5,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,54,0
1,1,1,1,1,1,1,1,1,5,5,6,6,5,4,5,5,5,1,1,4,1,1,4,4,1,1,1,3,3,3,5,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,42,1
3,1,2,2,3,2,3,2,1,2,7,7,7,5,5,7,6,2,2,2,7,4,4,5,5,3,4,2,3,3,3,3,3,2,2,2,1,2,2,1,2,3,1,1,1,2,1,58,1
2,1,2,1,1,2,1,1,1,3,4,7,6,6,6,7,5,5,3,3,4,5,5,5,4,5,3,2,3,2,2,2,2,2,2,2,1,1,3,3,2,2,3,1,1,2,1,60,0
2,1,2,3,2,2,3,1,3,6,6,7,6,6,7,7,5,5,2,2,4,4,1,1,4,4,1,1,2,2,1,3,3,3,3,4,3,3,2,3,2,2,3,1,1,3,1,28,0
1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,7,5,5,1,1,1,1,1,1,3,1,1,1,2,2,2,3,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,38,1
2,1,2,2,2,2,2,2,2,3,6,6,6,6,7,5,4,5,1,2,4,1,4,4,5,4,4,2,3,3,3,5,2,3,2,1,2,2,2,2,2,2,3,3,1,2,1,37,1
3,3,3,3,3,3,3,3,3,4,4,5,5,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,5,3,4,4,4,3,2,2,2,3,2,2,2,2,2,2,2,1,61,0
4,4,2,1,1,3,1,2,3,4,6,4,4,5,5,5,6,6,3,3,4,5,3,4,7,4,6,6,2,1,1,6,4,1,2,2,2,2,2,2,2,2,2,1,1,2,1,33,0
2,1,1,1,1,1,2,2,1,5,5,5,6,5,5,6,6,5,5,5,4,3,4,3,4,2,2,1,4,4,4,3,4,4,2,2,1,2,2,2,2,2,1,1,1,2,1,26,0
3,1,2,1,2,3,2,1,1,6,6,7,6,6,6,6,5,6,2,2,6,1,1,2,4,5,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,46,1
3,2,2,2,2,1,4,3,4,5,4,4,4,4,5,5,5,5,2,5,4,4,3,5,6,6,3,4,3,3,2,5,4,3,2,2,2,2,3,2,2,2,2,1,1,2,1,35,0
2,2,2,2,1,1,1,2,1,5,5,5,5,4,5,6,5,3,3,3,4,3,3,1,2,3,1,1,2,3,2,6,3,3,2,1,2,1,1,2,2,1,1,1,1,2,1,27,0
3,3,2,2,1,3,4,3,3,4,3,5,5,5,5,6,6,5,1,5,7,5,5,1,5,3,4,1,3,3,4,7,2,4,2,1,2,2,3,3,2,3,1,3,3,3,1,30,0
1,1,1,1,1,1,2,2,3,6,5,6,5,6,6,7,4,1,2,3,6,3,1,3,5,4,4,6,1,3,2,6,2,2,3,2,2,2,3,2,2,3,3,1,1,3,1,59,1
3,2,1,1,3,1,1,2,1,6,6,6,5,6,6,5,6,6,2,2,1,3,2,1,4,4,1,4,2,2,2,3,2,3,2,1,2,2,3,2,2,2,1,2,2,2,1,27,0
4,3,3,4,2,3,4,2,3,3,3,2,2,3,7,4,3,3,4,5,6,5,4,5,3,6,3,3,4,3,3,7,5,3,2,3,4,2,3,1,2,2,3,1,1,2,1,21,0
2,2,3,3,1,1,3,2,1,6,6,6,6,5,5,5,6,5,2,3,1,2,1,1,6,2,2,5,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,25,0
1,1,2,1,2,2,2,1,2,4,1,6,5,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,7,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,56,1
2,1,2,2,3,2,2,2,2,3,5,5,5,5,5,7,4,4,2,2,6,4,4,4,4,3,2,1,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,58,0
2,2,2,1,1,2,3,2,1,4,4,5,4,4,6,6,6,5,5,4,5,4,4,5,6,4,7,4,3,3,2,3,3,2,3,1,2,2,1,1,2,2,3,2,2,3,1,50,1
2,1,1,2,2,2,2,2,2,5,6,6,6,6,6,6,5,5,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,2,1,56,0
3,3,3,3,2,3,4,2,3,4,5,4,4,4,5,5,4,3,1,3,5,4,4,5,6,4,3,4,3,3,3,4,3,2,2,2,2,2,2,3,2,2,3,2,3,2,1,53,0
3,1,3,2,2,2,3,2,1,5,5,5,4,5,6,5,5,4,2,3,4,3,3,4,3,4,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,1,2,1,2,1,30,0
4,4,3,1,1,4,3,2,2,7,6,7,5,6,7,7,6,6,1,1,7,4,1,4,5,3,6,6,1,1,1,1,1,1,4,3,3,3,4,4,3,3,3,3,3,3,1,56,0
2,1,1,2,2,2,2,2,2,5,3,4,5,5,6,5,5,4,5,4,5,3,4,3,4,3,2,1,3,3,3,4,3,4,2,2,2,1,2,2,2,2,2,1,1,2,1,25,1
3,3,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,6,6,6,6,5,4,3,4,4,3,3,3,3,5,4,3,2,1,2,2,2,2,1,2,1,1,1,2,1,47,0
3,1,1,1,1,1,3,1,1,5,5,7,6,6,6,6,6,6,2,1,2,2,2,2,4,2,2,2,3,3,3,3,3,3,2,1,2,2,2,1,2,2,1,2,1,2,1,24,1
1,1,2,2,2,3,3,3,2,5,5,6,6,5,5,5,4,4,1,4,3,3,4,4,4,4,3,4,3,4,3,4,4,3,3,1,2,2,2,2,3,2,2,1,1,2,1,43,0
3,3,2,4,3,3,4,2,2,7,7,7,7,7,7,7,7,7,3,2,2,4,1,2,7,5,5,4,1,1,1,1,1,2,2,3,2,2,3,2,2,2,2,3,2,2,1,35,0
2,1,2,3,3,2,4,1,1,7,7,7,6,6,6,7,6,6,1,2,1,1,1,2,6,2,4,3,3,3,2,2,2,2,2,3,1,1,4,1,2,2,1,1,1,2,1,24,1
2,1,1,1,1,1,3,1,1,7,6,7,7,5,6,5,4,4,1,1,2,1,1,1,4,2,1,1,1,3,3,5,3,3,2,1,1,2,1,1,1,2,1,1,1,1,1,32,1
2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,5,5,1,1,1,2,1,1,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,35,0
1,1,1,4,1,1,4,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,5,4,4,5,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,46,1
2,1,3,2,2,2,4,2,1,3,4,5,4,1,7,4,3,3,3,4,5,4,4,4,5,6,4,5,3,4,3,5,4,3,2,1,2,3,1,2,2,2,2,3,3,2,1,25,1
4,4,3,1,3,2,2,2,1,6,6,5,5,5,6,6,6,6,6,5,6,5,4,3,6,4,4,4,3,3,3,4,2,3,2,2,2,2,2,1,2,2,2,2,1,2,1,27,0
2,1,1,2,1,1,1,1,1,4,5,4,4,4,5,4,3,5,6,5,6,4,3,3,4,3,2,1,4,4,3,5,4,4,2,2,2,2,1,2,2,2,1,1,1,2,1,27,0
2,1,3,3,2,2,1,2,3,1,3,2,1,1,2,2,1,1,2,2,2,2,6,6,7,5,5,4,6,7,5,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,1,50,1
3,2,3,3,2,3,3,2,2,5,5,5,5,5,7,6,6,5,4,3,6,4,3,3,4,3,4,4,2,3,3,4,3,3,3,2,2,2,2,2,2,2,1,2,1,2,1,33,0
3,2,2,3,2,2,3,3,1,5,6,5,5,5,6,4,5,5,3,3,4,2,4,3,4,2,4,5,3,3,2,4,3,2,2,2,2,2,3,2,2,2,2,1,2,2,1,55,1
3,1,2,3,3,2,4,2,2,6,6,6,6,6,6,6,7,7,1,1,2,1,1,3,4,2,3,3,3,3,3,3,2,3,2,2,1,2,2,1,2,2,1,2,1,2,1,43,1
2,2,2,1,3,2,2,3,1,5,4,4,5,5,6,4,3,3,4,4,3,3,3,4,4,3,4,4,3,4,3,6,4,3,2,2,2,2,2,2,2,2,2,1,2,2,1,33,1
4,3,2,4,1,2,4,3,4,6,7,5,4,3,6,6,7,7,1,4,6,5,2,4,6,2,1,4,2,1,2,3,3,3,2,2,1,2,3,2,2,3,1,1,1,2,1,57,0
2,2,3,3,2,2,3,2,2,6,5,5,6,6,4,4,6,5,3,3,4,4,4,3,4,3,3,3,3,3,2,5,3,2,2,2,1,2,2,2,2,2,2,2,1,2,1,60,0
1,1,1,2,2,2,1,1,1,4,6,7,7,6,7,4,3,4,1,1,1,2,1,1,4,4,2,3,2,1,1,1,1,1,2,3,2,2,2,3,2,2,2,2,1,2,1,63,0
3,3,3,3,2,2,3,2,2,5,5,5,5,5,4,4,3,3,2,2,4,2,4,3,5,3,4,3,3,3,3,5,4,4,2,2,2,2,3,2,2,2,2,2,1,2,1,34,1
3,2,1,2,1,3,4,3,2,4,5,6,7,6,6,6,6,5,1,1,1,2,2,1,4,1,1,1,3,3,3,4,3,3,2,1,2,2,2,1,2,2,1,1,1,2,1,56,0
3,2,1,1,1,1,1,1,2,5,5,6,6,6,5,6,6,5,1,1,3,1,1,1,4,1,1,1,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,49,1
4,3,4,2,2,2,4,2,2,4,5,5,4,4,6,6,4,3,3,6,5,5,2,3,5,5,4,4,2,2,1,4,5,2,2,2,1,2,2,1,2,3,2,1,1,2,1,45,1
3,2,2,2,2,2,3,2,2,4,4,5,4,5,5,5,4,4,4,5,4,1,3,1,5,3,2,1,3,3,3,5,4,3,2,2,2,2,2,2,2,2,1,1,1,2,1,56,0
2,2,2,2,1,2,5,2,2,6,6,7,6,7,7,6,5,5,1,1,4,1,1,2,5,1,3,1,3,3,3,4,2,3,3,3,2,2,2,3,2,3,3,3,1,3,1,50,1
3,3,3,3,3,4,4,3,3,4,5,4,4,5,6,5,4,3,5,6,6,5,4,5,4,4,5,5,3,3,4,5,4,4,4,3,3,4,4,3,3,3,4,4,3,3,1,50,0
2,1,2,1,3,2,2,2,3,5,5,5,4,1,6,5,3,4,3,3,7,3,3,4,5,4,4,4,2,2,2,4,3,2,3,4,2,3,3,3,2,2,2,2,1,2,1,32,0
3,2,3,3,2,2,3,2,1,5,5,5,5,4,7,5,5,4,1,2,5,2,3,3,6,4,4,4,3,3,3,7,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1,27,1
2,1,1,2,1,2,4,3,2,6,7,7,7,6,7,7,7,6,1,1,4,3,5,5,4,2,1,1,2,3,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,28,1
2,1,1,1,1,1,1,1,1,6,6,7,6,5,7,7,3,4,4,3,4,3,2,1,1,2,2,2,3,2,2,4,2,3,2,1,2,2,1,1,2,2,1,1,1,2,1,24,1
5,4,4,4,3,3,4,3,2,3,2,4,4,3,4,4,2,2,1,7,4,6,4,6,7,6,6,7,7,2,2,6,4,3,3,3,2,2,4,4,3,2,3,2,2,3,1,24,1
2,2,1,1,2,2,1,2,2,5,5,4,5,5,6,5,3,3,5,5,6,4,4,3,4,5,3,4,3,3,3,4,1,3,2,2,2,2,3,2,1,2,2,1,1,2,1,25,0
3,2,1,1,2,2,2,1,1,6,7,6,5,5,6,6,6,6,2,4,1,2,1,1,7,5,4,4,2,2,2,3,2,1,3,3,2,2,1,1,3,2,3,3,3,2,1,35,1
3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,5,4,4,3,3,3,3,4,3,3,3,3,3,3,3,1,53,1
2,1,2,2,1,2,3,2,1,5,5,4,3,4,7,5,5,5,4,4,5,5,4,1,4,4,4,4,3,4,3,4,4,3,2,2,2,2,1,2,2,2,2,2,1,2,1,20,0
3,2,3,2,2,3,3,2,2,5,4,2,2,3,6,2,4,5,5,5,5,3,5,3,5,4,3,4,3,4,4,6,5,4,3,3,2,2,3,3,3,2,3,3,3,4,1,23,1
1,1,1,1,1,1,4,1,1,4,5,5,5,5,6,6,5,5,1,1,3,1,1,1,4,2,1,1,3,3,2,3,2,3,2,1,2,2,2,2,2,2,2,3,1,2,1,26,0
2,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,4,3,3,4,2,3,3,3,3,3,2,3,3,3,5,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,55,1
3,3,1,3,2,2,4,2,3,7,7,7,7,7,7,7,7,7,2,2,1,1,1,3,4,4,4,2,2,1,1,4,2,2,3,2,2,3,2,2,3,3,2,2,1,3,1,49,1
3,3,2,3,2,2,2,3,1,7,7,7,7,6,7,7,6,6,2,1,1,2,1,1,4,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,37,1
2,1,1,1,2,1,2,1,1,5,6,5,6,5,5,5,4,3,4,5,4,3,4,2,1,2,1,1,3,3,4,4,4,4,2,1,2,2,1,1,2,2,1,1,1,2,1,61,0
1,1,1,4,3,2,5,3,3,7,7,7,7,7,7,7,7,7,1,1,5,1,1,2,6,4,2,2,1,1,1,2,1,1,2,3,2,2,2,1,2,2,1,1,1,2,1,51,0
2,2,2,2,2,2,3,3,2,5,5,5,5,5,5,5,5,4,1,2,2,2,2,2,4,3,3,3,2,2,2,5,3,3,2,2,2,2,3,2,2,2,2,2,2,1,1,53,0
2,1,1,1,1,1,2,1,1,5,5,5,4,4,5,4,3,3,3,3,6,5,3,3,4,5,4,3,3,2,2,4,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,30,0
3,2,4,1,2,2,4,3,1,4,4,2,1,3,4,2,5,5,6,6,4,3,1,2,3,4,4,3,3,3,3,7,5,4,2,1,2,2,2,2,1,1,2,3,2,1,1,28,1
3,4,3,3,2,2,4,2,1,4,3,2,2,1,3,2,4,4,4,5,5,4,4,4,5,5,4,5,4,5,3,6,4,4,2,2,2,3,2,2,2,2,2,2,2,2,1,42,1
3,2,2,3,2,2,3,2,2,5,6,5,5,5,6,5,4,5,3,4,5,4,4,3,5,3,4,3,3,3,3,5,3,2,2,2,2,2,2,2,3,2,3,2,2,2,1,25,0
3,2,1,2,1,3,2,2,3,4,5,5,6,6,5,6,6,4,2,3,1,2,1,3,6,2,1,1,2,1,1,3,2,3,2,2,2,2,2,1,2,2,1,2,1,2,1,28,0
5,4,4,4,3,3,4,3,2,3,2,2,1,2,4,2,5,5,1,6,7,5,3,4,7,7,7,6,3,5,2,7,7,1,2,3,2,3,4,3,3,3,3,2,2,3,1,63,1
5,4,3,2,2,3,2,3,3,3,3,1,1,2,7,2,4,1,6,7,7,7,6,6,6,5,5,5,1,2,2,6,4,1,2,2,2,2,3,2,2,1,2,2,2,2,1,30,1
2,1,2,3,2,2,2,1,1,6,6,6,7,6,6,6,5,3,4,3,3,1,1,1,5,3,2,2,3,3,2,4,3,3,2,2,2,2,3,3,2,3,2,3,1,2,1,26,1
3,3,4,2,3,4,4,5,5,6,4,6,5,4,6,4,6,6,6,5,5,5,6,6,7,6,5,6,4,5,5,4,4,5,3,2,3,2,4,4,3,3,3,3,3,3,1,38,1
2,2,1,4,3,3,5,3,2,7,6,7,6,5,6,6,7,7,1,2,6,2,1,4,6,5,2,3,2,1,2,4,2,2,2,3,2,3,3,2,2,2,3,1,1,2,1,52,0
3,2,2,2,2,2,2,2,3,5,4,3,4,4,6,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,5,4,3,3,2,2,2,2,2,3,2,3,2,2,2,1,26,1
2,2,1,1,2,2,2,1,1,4,4,3,3,2,5,4,2,2,3,4,2,4,3,1,3,2,4,2,2,4,2,5,4,3,3,3,3,3,2,2,2,3,3,2,3,3,1,29,0
4,4,2,1,1,3,2,3,5,4,4,4,3,4,5,4,5,5,3,3,4,4,4,4,7,7,6,6,3,3,3,4,3,3,2,2,2,2,2,1,2,2,1,1,1,1,1,29,1
2,1,3,3,2,3,2,3,2,5,5,5,4,5,5,4,4,5,4,4,5,4,4,5,5,4,4,4,3,4,4,3,4,3,2,2,2,3,3,2,2,3,2,1,1,2,1,58,1
2,2,2,2,2,3,3,2,2,5,6,6,5,5,6,6,6,5,1,2,5,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,1,2,2,1,1,1,2,1,49,1
2,1,1,1,1,1,1,2,1,4,4,1,1,1,1,1,1,1,7,7,2,1,7,1,1,1,1,1,2,2,3,7,7,3,2,1,2,2,1,2,2,2,2,1,1,2,1,56,1
3,1,2,1,2,2,4,2,2,6,7,7,7,7,6,7,6,6,3,3,1,1,2,2,4,4,2,1,2,1,1,2,1,2,2,2,2,2,2,3,3,2,3,2,2,2,1,48,0
3,2,1,1,1,2,1,1,2,4,5,5,4,4,5,7,6,5,3,3,2,1,1,1,4,3,1,3,3,3,2,3,3,2,2,2,2,2,1,1,2,2,1,1,1,2,1,26,1
3,2,2,4,3,3,4,2,2,5,5,5,5,5,6,6,6,5,1,2,6,2,4,2,4,4,3,3,3,2,2,4,2,2,3,4,3,2,3,3,3,3,3,2,3,3,1,44,1
1,1,1,2,2,2,3,1,2,5,5,6,6,5,6,6,4,4,1,1,4,1,2,3,4,4,2,3,2,3,3,4,3,3,2,2,2,2,3,2,2,2,2,2,1,2,1,36,0
2,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,2,1,1,1,1,1,2,1,3,2,2,4,3,3,2,1,2,2,1,1,2,2,1,2,1,2,1,60,1
1,1,1,3,3,1,5,2,2,7,7,7,6,7,6,7,6,6,1,1,4,2,4,4,4,1,2,1,2,2,2,4,3,2,2,3,2,2,2,2,2,2,3,3,2,3,1,52,1
3,3,2,2,3,2,4,3,1,5,6,7,6,5,6,7,5,6,2,3,5,3,2,3,5,4,3,5,2,2,2,3,3,2,2,2,2,1,3,2,3,3,2,1,1,2,1,55,0
2,2,3,3,2,2,4,3,3,5,5,6,6,6,6,6,5,5,1,1,4,4,3,1,5,4,4,3,3,3,3,3,3,3,2,3,1,1,3,2,1,1,1,1,1,1,1,25,1
1,1,1,1,1,1,1,1,1,5,7,4,6,4,6,4,3,6,1,3,7,3,1,4,4,5,2,3,1,3,2,4,2,3,2,1,2,2,1,1,2,2,1,1,1,1,1,29,0
2,1,1,1,1,1,2,1,1,5,6,6,7,6,6,7,4,4,1,3,5,1,1,2,3,3,2,1,3,2,2,2,1,3,2,2,1,2,2,2,2,2,1,1,2,2,1,30,1
5,4,4,2,2,3,4,3,3,5,3,1,1,1,4,1,5,5,4,6,5,7,7,4,7,5,5,6,3,4,2,7,4,3,2,3,2,3,4,3,3,3,3,4,3,3,1,21,1
3,2,2,3,2,3,4,1,2,5,6,6,5,5,5,5,6,5,1,2,4,3,2,3,3,4,2,4,2,2,2,4,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,59,0
2,1,1,1,1,1,2,1,2,4,4,4,4,3,4,4,3,4,3,4,2,4,4,1,4,4,1,1,4,4,4,7,7,7,1,1,1,2,1,1,2,1,1,3,1,1,1,29,1
2,2,1,2,2,1,3,3,2,4,4,6,6,6,7,1,4,5,1,1,3,4,4,2,4,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,3,3,1,2,1,28,0
1,1,1,1,1,1,1,1,1,6,6,5,6,5,6,6,5,5,2,2,4,1,1,1,2,1,2,2,2,2,2,4,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,32,1
2,2,3,1,2,2,2,2,2,6,6,5,5,5,6,6,6,6,1,1,6,4,3,3,3,2,4,4,2,2,1,2,3,1,2,2,1,2,3,2,1,2,2,2,2,1,1,32,0
3,3,2,3,1,2,3,2,1,6,6,7,6,5,6,6,6,7,1,1,7,6,2,2,4,3,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,45,0
3,3,3,2,2,2,2,2,3,5,5,4,4,4,4,5,4,4,4,4,4,3,3,3,5,3,4,3,3,3,3,4,3,3,2,2,1,1,3,2,3,2,3,3,2,3,1,29,1
3,2,1,1,2,1,3,2,2,4,5,6,6,6,7,6,2,4,1,2,4,3,4,4,4,1,4,3,2,3,2,5,2,3,2,1,2,2,2,1,3,2,2,2,1,2,1,42,1
3,2,3,3,3,4,5,3,3,5,6,5,5,4,4,6,6,6,2,2,4,4,4,5,6,3,7,6,4,3,3,6,2,4,3,2,2,2,3,3,2,3,3,3,2,4,1,43,1
4,3,4,4,3,3,4,3,1,6,5,6,5,5,5,6,7,7,3,4,6,1,1,1,5,4,4,5,2,2,2,4,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,63,0
2,1,2,1,1,1,3,1,2,5,5,6,7,5,7,6,4,4,1,1,2,1,2,1,4,4,2,4,2,2,2,4,3,3,3,1,2,2,2,2,2,2,3,2,2,2,1,28,0
3,2,3,3,2,3,3,3,2,5,5,3,3,4,5,4,3,3,1,3,3,1,2,3,4,4,4,4,3,3,2,6,5,4,2,3,2,2,3,3,3,2,3,2,2,2,1,22,1
1,1,1,1,1,1,1,1,1,6,5,5,4,6,5,5,4,4,1,1,5,6,4,6,4,4,5,4,4,3,3,4,4,4,2,1,2,2,1,1,2,2,2,2,1,2,1,50,1
2,2,1,1,1,1,5,1,1,7,7,7,6,7,7,7,6,7,1,2,2,1,1,1,4,3,2,1,2,2,2,4,2,3,2,1,2,2,2,1,2,2,1,1,1,2,1,49,1
3,3,3,3,3,3,4,2,3,3,3,5,4,4,5,5,4,4,1,5,6,6,3,1,5,5,5,6,3,2,2,7,4,2,3,2,2,3,3,3,3,3,3,2,2,3,1,54,0
2,1,2,2,1,1,2,1,2,6,6,7,7,6,7,6,5,4,1,1,3,1,2,2,2,1,2,1,2,2,2,4,4,3,2,2,2,2,1,2,2,2,2,2,1,2,1,49,1
1,1,1,2,1,1,2,1,1,6,7,6,6,6,6,5,5,5,6,2,5,1,2,1,1,1,3,1,3,2,3,4,4,3,2,1,2,2,2,1,2,2,1,1,1,2,1,45,1
1,1,1,1,1,1,2,1,1,4,5,6,6,5,4,4,4,5,1,1,2,2,1,1,2,1,2,1,3,2,2,3,4,4,2,1,2,2,1,1,2,2,1,1,1,2,1,32,1
2,2,2,2,2,2,2,2,2,4,5,3,3,3,4,3,3,3,4,4,4,2,5,4,5,5,4,4,3,4,4,5,5,4,2,2,3,2,2,1,2,2,2,1,1,2,1,45,0
2,2,3,1,2,2,2,1,1,5,6,6,6,5,6,7,6,6,2,2,5,2,2,2,4,3,1,1,2,1,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,51,1
2,1,1,1,2,2,2,1,1,4,5,4,4,3,5,4,3,4,3,3,5,4,4,4,4,4,3,2,3,3,3,4,4,4,3,3,2,1,2,2,3,1,3,2,1,2,1,26,0
4,4,4,1,3,2,2,2,3,6,6,5,4,4,4,3,2,3,2,7,6,7,5,1,3,3,4,5,7,7,2,7,6,2,2,2,2,2,3,1,1,2,3,1,1,2,1,50,0
3,2,2,1,1,1,3,2,1,3,5,6,7,6,6,5,5,7,1,1,2,3,2,1,4,5,3,3,2,3,2,6,3,2,2,2,2,2,3,1,3,2,2,1,1,2,1,21,1
3,1,2,2,2,3,3,2,2,4,5,5,6,5,5,6,7,7,3,3,5,2,2,4,5,3,4,4,3,2,1,3,2,2,2,2,2,3,2,2,2,3,3,2,3,2,1,48,1
3,1,1,1,1,2,2,2,1,4,5,5,5,5,4,3,4,4,1,4,4,3,4,4,4,3,1,1,3,3,3,4,7,5,2,1,2,2,1,2,2,2,1,2,1,2,1,25,1
1,1,1,1,1,1,1,1,1,4,6,5,4,5,6,5,5,5,5,1,5,1,1,1,3,3,3,1,2,3,2,4,4,2,2,1,2,2,1,3,2,2,3,1,1,2,1,26,0
3,3,3,3,2,2,4,2,3,5,6,7,7,5,6,7,7,7,3,2,7,1,5,4,6,5,5,5,2,3,1,2,2,1,3,3,3,3,3,3,3,3,3,2,2,3,1,26,1
2,1,3,1,3,2,2,2,2,6,6,7,6,5,4,5,6,6,3,3,1,2,3,1,5,3,2,2,4,3,3,4,3,3,2,1,1,2,3,2,2,2,1,1,1,2,1,24,0
1,1,1,1,2,2,3,2,1,6,7,7,7,7,6,7,6,6,1,1,1,1,2,2,3,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,57,0
5,5,5,5,4,4,4,4,3,3,4,5,4,3,6,3,5,4,4,5,5,6,5,5,5,5,5,4,4,4,3,6,4,4,2,2,2,2,2,2,2,2,3,3,3,3,1,53,1
3,2,2,4,3,3,4,2,2,6,5,6,6,6,6,6,6,6,3,4,4,2,4,5,6,4,5,4,4,4,4,3,3,2,1,3,2,2,3,2,2,2,3,2,2,3,1,50,1
3,2,2,1,1,2,2,2,2,4,4,4,4,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,1,2,2,1,1,1,2,1,25,1
2,1,1,2,3,1,2,1,1,4,6,5,4,4,5,4,4,2,1,1,4,2,2,1,3,2,1,1,3,3,3,4,4,4,2,2,3,2,2,1,2,2,1,1,1,2,1,28,1
4,3,3,3,3,3,3,2,2,5,5,6,5,4,5,6,4,4,1,4,4,4,6,4,6,4,4,4,3,3,3,2,2,1,3,3,1,2,3,4,3,4,2,1,2,2,1,25,0
